record_id,Reference,,,,,,,
Hawton_2009,"Hawton, K., Bergen, H., Simkin, S., Brock, A., Griffiths, C., Romeri, E., Smith, K. L., Kapur, N., & Gunnell, D. (2009). Effect of withdrawal of co-proxamol on prescribing and deaths from drug poisoning in England and Wales: Time series analysis. BMJ, 338, b2270. https://doi.org/10.1136/bmj.b2270",,,,,,,
Hawton_2011,"Hawton, K., Bergen, H., Waters, K., Murphy, E., Cooper, J., & Kapur, N. (2011). Impact of withdrawal of the analgesic Co-proxamol on nonfatal self-poisoning in the UK. Crisis: Journal of Crisis Intervention & Suicide, 32(2), 81–87.",,,,,,,
Hawton_2012,"Hawton, K., Bergen, H., Simkin, S., Wells, C., Kapur, N., & Gunnell, D. (2012). Six-year follow-up of impact of co-proxamol withdrawal in England and Wales on prescribing and deaths: Time-series study. PLoS Med, 9(5), e1001213. https://doi.org/10.1371/journal.pmed.1001213",,,,,,,
Hayashi_2013,"Hayashi, K., Nosyk, B., Ti, L., Suwannawong, P., Kaplan, K., Wood, E., & Kerr, T. (2013). Increasing availability of illicit drugs among people who inject drugs in Bangkok, Thailand. Drug & Alcohol Dependence, 132(1), 251–256.",,,,,,,
Hayes_2015,"Hayes, C. J., Hudson, T. J., Phillips, M. M., Bursac, Z., Williams, J. S., Austin, M. A., Edlund, M. J., & Martin, B. C. (2015). The influence of propoxyphene withdrawal on opioid use in veterans. Pharmacoepidemiology & Drug Safety, 24(11), 1180–1188.",,,,,,,
Haynes_2016,"Haynes, A., Kleinschmidt, K., Forrester, M. B., & Young, A. (2016). Trends in analgesic exposures reported to Texas Poison Centers following increased regulation of hydrocodone. Clin Toxicol (Phila), 54(5), 434–440. https://doi.org/10.3109/15563650.2016.1148720",,,,,,,
Hedrich_2012,"Hedrich, D., Alves, P., Farrell, M., Stover, H., Moller, L., & Mayet, S. (2012). The effectiveness of opioid maintenance treatment in prison settings: A systematic review. Addiction, 107(3), 501–517. https://doi.org/10.1111/j.1360-0443.2011.03676.x",,,,,,,
Heins_2019,"Heins, S. E., Frey, K. P., Alexander, G. C., & Castillo, R. C. (2020). Reducing High-Dose Opioid Prescribing: State-Level Morphine Equivalent Daily Dose Policies, 2007–2017. Pain Medicine, 21(2), 308-316. https://doi.org/10.1093/pm/pnz038",,,,,,,
Henderson_2016,"Henderson, A. (2015). Portuguese defiance: Analyzing the strenuous relationship between drug decriminalization and international law (SSRN Scholarly Paper ID 2843336). Social Science Research Network. https://papers.ssrn.com/abstract=2843336",,,,,,,
Hewlett_2013,"Hewlett, L., & Wermeling, D. P. (2013). Survey of naloxone legal status in opioid overdose prevention and treatment. Journal of Opioid Management, 9(5), 369–377.",,,,,,,
Hoffman_2017,"Hoffman, L. A., Lewis, B., & Nixon, S. J. (2017). Opioid Misuse Trends in Treatment Seeking Populations: Revised Prescription Opioid Policy and Temporally Corresponding Changes. Subst Use Misuse, 52(14), 1850–1858. https://doi.org/10.1080/10826084.2017.1316291",,,,,,,
Homenko_2009,"Homenko, H. (2012). Rehabilitating opioid regulation: A prescription for the FDA’s next proposal of an opioid risk evaluation and mitigation strategy (REMS). Health Matrix, 22(1), 273–313.",,,,,,,
Hopwood_2003,"Hopwood, M., Southgate, E., Kippax, S., Bammer, G., Isaac-Toua, G., & MacDonald, M. (2003). The injection of methadone syrup in New South Wales: Patterns of use and increased harm after partial banning of injecting equipment. Australian & New Zealand Journal of Public Health, 27(5), 551–555.",,,,,,,
Hora_2008,"Hora, P. F., & Stalcup, T. (2007). Drug Treatment Courts in the Twenty-First Century: The Evolution of the Revolution in Problem-Solving Courts. Georgia Law Review, 42, 717–812.",,,,,,,
Horgan_2008,"Horgan, C. M., Reif, S., Hodgkin, D., Garnick, D. W., & Merrick, E. L. (2008). Availability of addiction medications in private health plans. Journal of Substance Abuse Treatment, 34(2), 147–156.",,,,,,,
Houborg_2014b,"Houborg, E., Frank, V. A., & Bjerge, B. (2014). From Zero Tolerance to Non-Enforcement: Creating a New Space for Drug Policing in Copenhagen, Denmark. Contemporary Drug Problems, 41(2), 261–291. https://doi.org/10.1177/009145091404100206",,,,,,,
Hough_2003,"Hough, M., Clancy, A., McSweeney, T., & Turnbull, P. J. (2003). Impact of Drug Treatment and Testing Orders on Offending: Two-Year Reconviction Results. National Criminal Justice Reference Service. https://www.ncjrs.gov/App/Publications/abstract.aspx?ID=203278",,,,,,,
Hser_2003,"Hser, Y. I., Teruya, C., Evans, E. A., Longshore, D., Grella, C., & Farabee, D. (2003). Treating drug-abusing offenders. Initial findings from a five-county study on the impact of California’s Proposition 36 on the treatment system and patient outcomes. Evaluation Review, 27(5), 479–505.",,,,,,,
Hser_2007,"Hser, Y. I., Teruya, C., Brown, A. H., Huang, D., Evans, E., & Anglin, M. D. (2007). Impact of California’s Proposition 36 on the drug treatment system: Treatment capacity and displacement. Am J Public Health, 97(1), 104–109. https://doi.org/10.2105/ajph.2005.069336",,,,,,,
Huey_2019,"Huey, L. (2019). What is Known About the Impacts of Supervised Injection Sites on Community Safety and Wellbeing? A Systematic Review. Sociology Publications.",,,,,,,
Hughes_2007,"Hughes, Caitlin, & Stevens, A. (2007). The Effects of Decriminalization of Drug Use in Portugal. The Effects of Decriminalization of Drug Use in Portugal.",,,,,,,
Hughes_2018,"Hughes, C., & Stevens, A. (2018). Review of approaches taken in Ireland and in other jurisdictions to simple possession drug offences. Irish Department of Justice and Equality. http://www.justice.ie/en/JELR/ANNEXE_I_-_Hughes_Stevens_Hulme_Cassidy_-_2018_-_Review_of_approaches_taken_in_Ireland_and_in_other_jurisdictions_to_simple_possession_drug_offences.pdf/Files/ANNEXE_I_-_Hughes_Stevens_Hulme_Cassidy_-_2018_-_Review_of_approaches_taken_in_Ireland_and_in_other_jurisdictions_to_simple_possession_drug_offences.pdf",,,,,,,
Husain_2014,"Husain, S. A., Brown, M. S., & Maurer, M. A. (2014). Do national drug control laws ensure the availability of opioids for medical and scientific purposes? Bulletin of the World Health Organization, 92(2), 108–116.",,,,,,,
Hwang_2015,"Hwang, C. S., Chang, H. Y., & Alexander, G. C. (2015). Impact of abuse-deterrent OxyContin on prescription opioid utilization. Pharmacoepidemiol Drug Saf, 24(2), 197–204. https://doi.org/10.1002/pds.3723",,,,,,,
Inciardi_2003,"Inciardi, James A. (2003). The Irrational Politics of American Drug Policy: Implications for Criminal Law and the Management of Drug-Involved Offenders Commentaries. Ohio St. J. Crim. L., 1, 273–288.",,,,,,,
Inciardi_2009,"Inciardi, J. A., Surratt, H. L., Stivers, Y., & Cicero, T. J. (2009). FDA approvals of generic drugs: Impact on the diversion of opioid analgesics with a potential for abuse. Journal of Opioid Management, 5(2), 81–87.",,,,,,,
Irvine_2019,"Irvine, M. A., Kuo, M., Buxton, J. A., Balshaw, R., Otterstatter, M., Macdougall, L., Milloy, M. J., Bharmal, A., Henry, B., Tyndall, M., Coombs, D., & Gilbert, M. (2019). Modelling the combined impact of interventions in averting deaths during a synthetic-opioid overdose epidemic. Addiction, 114(9), 1602–1613. https://doi.org/10.1111/add.14664",,,,,,,
Irwin_2017,"Irwin, A., Jozaghi, E., Weir, B. W., Allen, S. T., Lindsay, A., & Sherman, S. G. (2017). Mitigating the heroin crisis in Baltimore, MD, USA: A cost-benefit analysis of a hypothetical supervised injection facility. Harm Reduction Journal, 14. http://ezproxy.library.ubc.ca/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-22977-001&site=ehost-live&scope=site Amos@LawEnforcementAction.org",,,,,,,
Israelsson_2011,"Israelsson, Magnus. (2011). Welfare, Temperance and Compulsory Commitment to Care for Persons with Substance Misuse Problems: A Comparative Study of 38 European Countries. (Cover story). European Addiction Research, 17(6), 329–341.",,,,,,,
Israelsson_2012_2,"Israelsson, M., & Gerdner, A. (2012). Compulsory commitment to care of substance misusers: International trends during 25 Years. Eur Addict Res, 18(6), 302–321. https://doi.org/10.1159/000341716",,,,,,,
Israelsson_2015,"Israelsson, M., Nordlof, K., & Gerdner, A. (2015). European laws on compulsory commitment to care of persons suffering from substance use disorders or misuse problems- a comparative review from a human and civil rights perspective. Subst Abuse Treat Prev Policy, 10, 34. https://doi.org/10.1186/s13011-015-0029-y",,,,,,,
Jauncey_2018,"Jauncey, M., Livingston, M., Salmon, A. M., & Dietze, P. (2018). The impact of OxyContin reformulation at the Sydney Medically Supervised Injecting Centre: Pros and cons. Int J Drug Policy, 53, 17–22. https://doi.org/10.1016/j.drugpo.2017.11.025",,,,,,,
Johnson_2006,"Johnson, B. D., Golub, A., Deren, S., Des Jarlais, D. C., Fuller, C., & Vlahov, D. (2006). The nonimpact of the expanded syringe access program upon heroin use, injection behaviours, and crime indicators in New York City and State. Justice Research and Policy, 8(1), 27–49.",,,,,,,
Johnson_2011,"Johnson, E. M., Porucznik, C. A., Anderson, J. W., & Rolfs, R. T. (2011). State-level strategies for reducing prescription drug overdose deaths: Utah’s prescription safety program. Pain Med, 12 Suppl 2, S66-72. https://doi.org/10.1111/j.1526-4637.2011.01126.x",,,,,,,
Johnson_2014,"Johnson, H., Paulozzi, L., Porucznik, C., Mack, K., & Herter, B. (2014). Decline in drug overdose deaths after state policy changes—Florida, 2010-2012. MMWR. Morbidity and Mortality Weekly Report, 63(26), 569–574.",,,,,,,
Jozaghi_2013,"Jozaghi, E., & Andresen, M. M. A. (2013). Should North America’s first and only supervised injection facility (InSite) be expanded in British Columbia, Canada? Harm Reduction Journal, 10(1). http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=emed15&AN=52450021",,,,,,,
Junod_2018,"Junod, V., Wolff, H., Scholten, W., Novet, B., Greifinger, R., Dickson, C., & Simon, O. (2018). Methadone versus torture: The perspective of the European court of Human Rights. Heroin Addiction and Related Clinical Problems, 20(1), 31–36.",,,,,,,
Kaestner_2019,"Kaestner, R., & Ziedan, E. (2019). Mortality and Socioeconomic Consequences of Prescription Opioids: Evidence from State Policies. NBER Working Papers. https://www.nber.org/papers/w26135",,,,,,,
Kahler_2017,"Kahler, Z. P., Musey, P. I., Schaffer, J. T., Johnson, A. N., Strachan, C. C., & Shufflebarger, C. M. (2017). Effect Of A “No Superuser Opioid Prescription” Policy On ED Visits And Statewide Opioid Prescription. The Western Journal of Emergency Medicine, 18(5), 894–902.",,,,,,,
Kampschmidt_2015,"Kampschmidt, E. D. (2015). Prosecuting Women for Drug Use during Pregnancy: The Criminal Justice System Should Step out and the Affordable Care Act Should Step up Notes. Health Matrix, 25, 487–512.",,,,,,,
Kattan_2016,"Kattan, J. A., Tuazon, E., Paone, D., Dowell, D., Vo, L., Starrels, J. L., Jones, C. M., & Kunins, H. V. (2016). Public Health Detailing-A Successful Strategy to Promote Judicious Opioid Analgesic Prescribing. Am J Public Health, 106(8), 1430–1438. https://doi.org/10.2105/ajph.2016.303274",,,,,,,
Katz_2009,"Katz, J. G. (2009). Heroin Maintenance Treatment: Its Effectiveness and the Legislative Changes Necessary to Implement It in the U.S. Note. J. Contemp. Health L. & Pol’y, 26, 300–342.",,,,,,,
Kaufman_2019,"Kaufman, D., Nihal, A., Leppo, J., Staples, K., McCall, K., & Piper, B. (2019). Opioid mortality following implementation of medical marijuana programs (1999-2017) in the United States. https://doi.org/10.1101/670059",,,,,,,
Keast_2016,"Keast, S. L., Owora, A., Nesser, N., & Farmer, K. (2016). Evaluation of Abuse-Deterrent or Tamper-Resistant Opioid Formulations on Overall Health Care Expenditures in a State Medicaid Program. J Manag Care Spec Pharm, 22(4), 347–356. https://doi.org/10.18553/jmcp.2016.22.4.347",,,,,,,
Keast_2017,"Keast, S. L., Kim, H., Deyo, R. A., Middleton, L., McConnell, K. J., Zhang, K., Ahmed, S. M., Nesser, N., & Hartung, D. M. (2018). Effects of a Prior Authorization Policy for Extended-release/Long-acting Opioids on Utilization and Outcomes in a State Medicaid Program. Addiction, 20, 20.",,,,,,,
Keast_2018,"Keast, S. L., Pham, T., Teel, A., & Nesser, N. J. (2017). Incremental Effect of the Addition of Prescriber Restrictions on a State Medicaid’s Pharmacy-Only Patient Review and Restriction Program. Journal of Managed Care & Specialty Pharmacy, 23(8), 875–883.",,,,,,,
Keene_2007,"Keene, J., Stenner, K., Connor, M., & Fenley, S. (2007). A case-study of substitute opiate prescribing for drug-using offenders. Drugs: Education, Prevention & Policy, 14(5), 443–456.",,,,,,,
Kennedy-Hendrick_2016,"Kennedy-Hendricks, A., Richey, M., McGinty, E. E., Stuart, E. A., Barry, C. L., & Webster, D. W. (2016). Opioid Overdose Deaths and Florida’s Crackdown on Pill Mills. American Journal of Public Health, 106(2), 291–297.",,,,,,,
Kennedy_2017,"Kennedy, M. C., Karamouzian, M., & Kerr, T. (2017). Public Health and Public Order Outcomes Associated with Supervised Drug Consumption Facilities: A Systematic Review. Curr HIV/AIDS Rep, 14(5), 161–183. https://doi.org/10.1007/s11904-017-0363-y",,,,,,,
Kennedy_2019,"Kennedy, C., Duggan, E., Bennett, K., & Williams, D. J. (2019). Rates of reported codeine-related poisonings and codeine prescribing following new national guidance in Ireland. Pharmacoepidemiol Drug Saf, 28(1), 106–111. https://doi.org/10.1002/pds.4725",,,,,,,
Kerr_2006,"Kerr, T., Stoltz, J. A., Tyndall, M., Li, K., Zhang, R., Montaner, J., & Wood, E. (2006). Impact of a medically supervised safer injection facility on community drug use patterns: A before and after study. British Medical Journal, 332(7535), 220–222.",,,,,,,
Khobrani_2019,"Khobrani, M., Perona, S., & Patanwala, A. E. (2019). Effect of a legislative mandate on opioid prescribing for back pain in the emergency department. Am J Emerg Med. https://doi.org/10.1016/j.ajem.2019.02.031",,,,,,,
Khruakham_2016,"Khruakham, S., & Lee, J. (2016). A preliminary evaluation on the national drug intervention in Thailand: A time series analysis of crime report. The Police Journal, 89(3), 187–197. https://doi.org/10.1177/0032258X16656325",,,,,,,
Kilby_2015,"Kilby, A. (2015). Opioids for the masses: Welfare tradeoffs in the regulation of narcotic pain medications. Job Market Paper. http://economics.mit.edu/grad/akilby/research",,,,,,,
Kim_2016,"Kim, J. H., Santaella-Tenorio, J., Mauro, C., Wrobel, J., CerdÃ, M., Keyes, K. M., Hasin, D., Martins, S. S., & Guohua, L. (2016). State Medical Marijuana Laws and the Prevalence of Opioids Detected Among Fatally Injured Drivers. American Journal of Public Health, 106(11), 2032–2037.",,,,,,,
Kinnard_2014,"Kinnard, E. N., Howe, C. J., Kerr, T., Skjodt Hass, V., & Marshall, B. D. (2014). Self-reported changes in drug use behaviors and syringe disposal methods following the opening of a supervised injecting facility in Copenhagen, Denmark. Harm Reduct J, 11(1), 29. https://doi.org/10.1186/1477-7517-11-29",,,,,,,
Kinner_2013,"Kinner, S. A., Moore, E., Spittal, M. J., & Indig, D. (2013). Opiate substitution treatment to reduce in-prison drug injection: A natural experiment. International Journal of Drug Policy, 24(5), 460–463.",,,,,,,
Kinsman_2018,"Kinsman, J. M., & Robinson, K. (2018). National Systematic Legal Review of State Policies on Emergency Medical Services Licensure Levels’ Authority to Administer Opioid Antagonists. Prehosp Emerg Care, 22(5), 650–654. https://doi.org/10.1080/10903127.2018.1439129",,,,,,,
Kline_2019,"Kline, T. V., Savage, R. L., Greenslade, J. H., Lock, C. L., Pattullo, C., & Bell, A. J. (2019). Affecting emergency department oxycodone discharge prescribing: An educational intervention. Emerg Med Australas, 31(4), 580–586. https://doi.org/10.1111/1742-6723.13261",,,,,,,
Knudsen_2015,"Knudsen, H. K. (2015). The Supply of Physicians Waivered to Prescribe Buprenorphine for Opioid Use Disorders in the United States: A State-Level Analysis. J Stud Alcohol Drugs, 76(4), 644–654. https://doi.org/10.15288/jsad.2015.76.644",,,,,,,
Knudsen_2015a,"Knudsen, H. K., Lofwall, M. R., Havens, J. R., & Walsh, S. L. (2015). States’ implementation of the Affordable Care Act and the supply of physicians waivered to prescribe buprenorphine for opioid dependence. Drug Alcohol Depend, 157, 36–43. https://doi.org/10.1016/j.drugalcdep.2015.09.032",,,,,,,
